#sample #class
445	2
446	8
447	7
448	1
449	2
450	6
451	1
452	0
453	3
454	0
455	1
456	1
457	8
458	2
459	0
460	3
461	9
462	4
463	0
464	5
465	0
466	6
467	1
468	7
469	7
470	8
471	1
472	9
473	2
474	0
475	5
476	1
477	2
478	2
479	7
480	3
481	5
482	4
483	9
484	7
485	1
486	8
487	3
488	9
489	6
490	0
491	3
492	1
493	1
494	2
495	6
496	3
497	5
498	7
499	6
500	8
501	3
502	9
503	5
504	8
505	5
506	7
507	6
508	1
509	1
510	3
511	1
512	7
513	5
514	5
515	5
516	2
517	5
518	8
519	7
520	0
521	9
522	7
523	7
524	5
525	0
526	9
527	0
528	0
529	8
530	9
531	2
532	4
533	8
534	1
535	6
536	1
537	6
538	5
539	1
540	8
541	3
542	4
543	0
544	5
545	5
546	8
547	3
548	6
549	2
550	3
551	9
552	2
553	1
554	1
555	5
556	2
557	1
558	3
559	2
560	8
561	7
562	3
563	7
564	2
565	4
566	6
567	9
568	7
569	2
570	4
571	2
572	8
573	1
574	1
575	3
576	8
577	4
578	0
579	6
580	5
581	9
582	3
583	0
584	9
585	2
586	4
587	7
588	1
589	2
590	9
591	4
592	2
593	6
594	1
595	8
596	9
597	0
598	6
599	6
600	7
601	9
602	9
603	8
604	0
605	1
606	4
607	4
608	6
609	7
610	1
611	5
612	7
613	0
614	3
615	5
616	8
617	4
618	7
619	1
620	2
621	5
622	9
623	5
624	6
625	7
626	5
627	9
628	8
629	8
630	3
631	6
632	9
633	7
634	0
635	7
636	5
637	7
638	1
639	1
640	0
641	7
642	9
643	2
644	3
645	7
646	3
647	2
648	4
649	1
650	6
651	2
652	7
653	5
654	5
655	7
656	4
657	0
658	2
659	6
660	3
661	6
662	4
663	0
664	4
665	2
666	6
667	0
668	0
669	0
670	0
671	3
672	1
673	6
674	2
675	2
676	3
677	1
678	4
679	1
680	5
681	4
682	6
683	4
684	7
685	2
686	8
687	7
688	9
689	2
690	0
691	5
692	1
693	4
694	2
695	8
696	3
697	2
698	4
699	1
700	5
701	4
702	6
703	0
704	7
705	9
706	8
707	4
708	9
709	8
710	0
711	1
712	1
713	0
714	2
715	2
716	3
717	2
718	4
719	4
720	5
721	8
722	6
723	5
724	7
725	7
726	8
727	8
728	9
729	7
730	4
731	7
732	3
733	2
734	0
735	8
736	6
737	8
738	6
739	1
740	6
741	8
742	9
743	4
744	0
745	9
746	0
747	4
748	1
749	5
750	4
751	7
752	5
753	3
754	7
755	4
756	9
757	8
758	5
759	8
760	6
761	3
762	8
763	6
764	9
765	9
766	1
767	8
768	3
769	5
770	8
771	6
772	5
773	9
774	7
775	2
776	5
777	0
778	8
779	5
780	1
781	1
782	0
783	9
784	1
785	8
786	6
787	7
788	0
789	9
790	3
791	0
792	8
793	8
794	9
795	6
796	7
797	8
798	4
799	7
800	5
801	9
802	2
803	6
804	7
805	4
806	5
807	9
808	2
809	3
810	1
811	6
812	3
813	9
814	2
815	2
816	5
817	6
818	8
819	0
820	7
821	7
822	1
823	9
824	8
825	7
826	0
827	9
828	9
829	4
830	6
831	2
832	8
833	5
834	1
835	4
836	1
837	5
838	5
839	1
840	7
841	3
842	6
843	4
844	3
845	2
846	5
847	6
848	4
849	4
850	0
851	4
852	4
853	6
854	7
855	2
856	4
857	3
858	3
859	8
860	0
861	0
862	3
863	2
864	2
865	9
866	8
867	2
868	3
869	7
870	0
871	1
872	1
873	0
874	2
875	3
876	3
877	8
878	4
879	3
880	5
881	7
882	6
883	4
884	7
885	7
886	8
887	5
888	9
889	7
890	0
891	3
892	1
893	6
894	2
895	4
896	3
897	4
898	4
899	7
900	5
901	9
902	6
903	9
904	0
905	7
906	1
907	4
908	2
909	7
910	3
911	6
912	7
913	5
914	8
915	4
916	5
917	5
918	2
919	7
920	1
921	1
922	5
923	6
924	8
925	5
926	8
927	4
928	0
929	7
930	9
931	9
932	2
933	9
934	7
935	7
936	8
937	7
938	4
939	2
940	6
941	9
942	1
943	7
944	0
945	6
946	4
947	2
948	5
949	7
950	0
951	7
952	1
953	0
954	3
955	7
956	6
957	5
958	0
959	6
960	1
961	5
962	1
963	7
964	8
965	5
966	0
967	3
968	4
969	7
970	7
971	5
972	7
973	8
974	6
975	9
976	3
977	8
978	6
979	1
980	0
981	9
982	7
983	1
984	3
985	0
986	5
987	6
988	4
989	4
990	2
991	4
992	4
993	3
994	1
995	7
996	7
997	6
998	0
999	3
1000	6
